read_code,read_term,QOF,cat2,cat1
XaNTC,DESMOND structured programme completed,No,Diabetes,comorbidities
XaNTD,XPERT diabetes structured education programme completed,No,Diabetes,comorbidities
XaNTH,Diabetes structured education programme declined,No,Diabetes,comorbidities
XaNTQ,Referral to DAFNE diabetes structured education programme,No,Diabetes,comorbidities
XaNTS,Referral to DESMOND diabetes structured programme,No,Diabetes,comorbidities
XaNTT,Referral to XPERT diabetes structured education programme,No,Diabetes,comorbidities
XaNTa,Did not attend diabetes structured education programme,No,Diabetes,comorbidities
XaNTd,Did not complete diabetes structured education programme,No,Diabetes,comorbidities
XaNTe,Did not complete DAFNE diabetes structured education program,No,Diabetes,comorbidities
XaNTf,Did not complete DESMOND structured programme,No,Diabetes,comorbidities
XaNTg,Did not complet XPERT diabetes structured education programm,No,Diabetes,comorbidities
XaNU1,Did not attend DAFNE diabetes structured education programme,No,Diabetes,comorbidities
XaNU2,Did not attend DESMOND structured programme,No,Diabetes,comorbidities
XaNU3,Did not attend XPERT diabetes structured education programme,No,Diabetes,comorbidities
XaP5E,Insulin initiation enhanced services administration,No,Diabetes,comorbidities
XaP63,Insulin treatment initiated,No,Diabetes,comorbidities
XaPQH,Diabetic foot screen,No,Diabetes,comorbidities
XaPaa,Eligible for diabetic retinopathy screening,No,Diabetes,comorbidities
XaPab,Ineligible for diabetic retinopathy screening,No,Diabetes,comorbidities
XaPac,Eligibility temporarily inactive for diabetic retinop screen,No,Diabetes,comorbidities
XaPad,Eligibility permanently inactive for diabetic retinop screen,No,Diabetes,comorbidities
XaPem,Diabetic retinopathy screening administrative status,No,Diabetes,comorbidities
XaPen,Impaired vision due to diabetic retinopathy,No,Diabetes,comorbidities
XaPjH,Excluded from diabetic retinopathy screening as moved away,No,Diabetes,comorbidities
XaPjI,Excluded from diabetic retinopathy screening as deceased,No,Diabetes,comorbidities
XaPjJ,Excluded diabetc retinop screen as under care ophthalmolgist,No,Diabetes,comorbidities
XaPjK,Excluded from diabetic retinopathy screening as blind,No,Diabetes,comorbidities
XaPjL,Excluded from diabetic retinop screen as no longer diabetic,No,Diabetes,comorbidities
XaPjM,Declined diabetic retinopathy screening,No,Diabetes,comorbidities
XaPjN,Excluded frm diab retinop screen as no currnt contct details,No,Diabetes,comorbidities
XaPjO,Excluded frm diabetic retinopathy screen as terminal illness,No,Diabetes,comorbidities
XaPjP,Excluded from diabetic retinopthy screen as learn disability,No,Diabetes,comorbidities
XaPjQ,Excluded from diabetic retinopathy screen physical disorder,No,Diabetes,comorbidities
XaPjR,Excluded from diabetic retinopathy screening,No,Diabetes,comorbidities
XaPmW,Diabetic femoral mononeuropathy,No,Diabetes,comorbidities
XaPmX,Diabetic amyotrophy,No,Diabetes,comorbidities
XaQdT,Diabetes self management plan,No,Diabetes,comorbidities
XaQjs,Unsuitable for diabetes year of care programme,No,Diabetes,comorbidities
XaR8L,Education in self management of diabetes,No,Diabetes,comorbidities
XaX0F,Excepted from diabetes qual indicators: service unavailable,No,Diabetes,comorbidities
XaX1n,Diabetes monitor invitation by SMS (short message service),No,Diabetes,comorbidities
XaX3o,Diabetic dietary review,No,Diabetes,comorbidities
XaX3p,Type I diabetic dietary review,No,Diabetes,comorbidities
XaX3q,Type II diabetic dietary review,No,Diabetes,comorbidities
XaX3r,Diabetic dietary review declined,No,Diabetes,comorbidities
XaX49,Referral to type I diabetes structured education programme,No,Diabetes,comorbidities
XaX5D,Diabetes structured education programme completed,No,Diabetes,comorbidities
XaX6J,O/E - Right diabetic foot at increased risk,No,Diabetes,comorbidities
XaX6K,O/E - Left diabetic foot at increased risk,No,Diabetes,comorbidities
XaXH5,Diabetic monitoring - injection sites normal,No,Diabetes,comorbidities
XaXH6,Diabetic monitoring - injection sites abnormal,No,Diabetes,comorbidities
XaXHD,Did not attend diabetes foot screening,No,Diabetes,comorbidities
XaXOw,Incretin mimetic dose changed,No,Diabetes,comorbidities
XaXZB,H/O: autosomal dominant diabetes mellitus,No,Diabetes,comorbidities
XaXZR,H/O: diabetes mellitus type 2,No,Diabetes,comorbidities
XaXZv,H/O: diabetes mellitus type 1,No,Diabetes,comorbidities
XaXbW,Symptomatic diabetic peripheral neuropathy,No,Diabetes,comorbidities
XaXfs,Diabetic retinopathy detected by national screening program,No,Diabetes,comorbidities
XaXgv,Diabetic erectile dysfunction review,No,Diabetes,comorbidities
XaXhE,Diabetic assessment of erectile dysfunction,No,Diabetes,comorbidities
XaXkZ,Referral to DESMOND structured programme declined,No,Diabetes,comorbidities
XaXoT,No evidence of diabetic nephropathy,No,Diabetes,comorbidities
XaXv9,Diabetes care plan declined,No,Diabetes,comorbidities
XaYZP,Diabetes self-management plan review,No,Diabetes,comorbidities
XaYaB,Referral to community diabetes service,No,Diabetes,comorbidities
XaYbB,Diabetes self-management plan agreed,No,Diabetes,comorbidities
XaZCO,Provision of diabetes clinical summary,No,Diabetes,comorbidities
XaZKr,Insulin administration education,No,Diabetes,comorbidities
XaZNW,Referral to community diabetes specialist nurse declined,No,Diabetes,comorbidities
XaZRZ,Referral to community diabetes clinic,No,Diabetes,comorbidities
XaZS6,Date insulin pump therapy started,No,Diabetes,comorbidities
XaZig,Diabetes clinical pathway,No,Diabetes,comorbidities
XaZpJ,Provision of written information about diabetes and driving,No,Diabetes,comorbidities
XaZuQ,Referral to DAFNE diabetes structured educn prog declined,No,Diabetes,comorbidities
XaZw5,Diabetic foot screening invitation,No,Diabetes,comorbidities
XaZw7,Diabetic foot screening invitation first letter,No,Diabetes,comorbidities
XaZw8,Diabetic foot screening invitation second letter,No,Diabetes,comorbidities
XaZyM,Diabetic foot screening invitation third letter,No,Diabetes,comorbidities
Xaa8r,Erectile dysfunction due to diabetes mellitus,No,Diabetes,comorbidities
XaaCR,In-house diabetic foot screening,No,Diabetes,comorbidities
XaaCS,In-house diabetic foot screening first appointment,No,Diabetes,comorbidities
XaaCU,In-house diabetic foot screening follow-up appointment,No,Diabetes,comorbidities
XaaJJ,Conversion to insulin in secondary care,No,Diabetes,comorbidities
XaaJK,Conversion to insulin by diabetes specialist nurse,No,Diabetes,comorbidities
XaaNP,Insulin passport not checked,No,Diabetes,comorbidities
XaaaR,Education about diabetes and driving,No,Diabetes,comorbidities
XaadP,Diabetes structured education programme not available,No,Diabetes,comorbidities
XaaeP,Non-diabetic hyperglycaemia,No,Diabetes,comorbidities
Xaag1,Diabetes Year of Care annual review,No,Diabetes,comorbidities
Xaaq3,Hypoglycaemic warning absent,No,Diabetes,comorbidities
XabQM,Conversion to non-insulin injectable medication,No,Diabetes,comorbidities
XabZd,Diabetic foot care education,No,Diabetes,comorbidities
Xabhn,Discharge from secondary care diabetes service,No,Diabetes,comorbidities
XabjM,Enquiry about diabetic erectile dysfunction declined,No,Diabetes,comorbidities
Xac0x,Diabetic peripheral neuropathic pain,No,Diabetes,comorbidities
XacIu,Joint consultn pracse nurse & comm diabetes specialist nurse,No,Diabetes,comorbidities
XacXh,Diabetic on non-insulin injectable medication,No,Diabetes,comorbidities
XaccX,Diabetic injection administration education,No,Diabetes,comorbidities
XaceC,Not suitable for DESMOND programme,No,Diabetes,comorbidities
XacsX,Diabetic on oral treatment and glucagon-like peptide 1,No,Diabetes,comorbidities
XacsY,Diabetic on insulin and glucagon-like peptide 1,No,Diabetes,comorbidities
Xad5D,Diabetic carbohydrate counting diet,No,Diabetes,comorbidities
Xaffg,Type 2 diabetes mellitus risk assessment invitation,No,Diabetes,comorbidities
Xaffh,Type 2 diabetes mellitus risk assessment inv first letter,No,Diabetes,comorbidities
Xaffi,Type 2 diabetes mellitus risk assessment inv second letter,No,Diabetes,comorbidities
Xaffj,Type 2 diabetes mellitus risk assessment inv third letter,No,Diabetes,comorbidities
Xaffk,Type 2 diabetes mellitus risk assessment verbal invitation,No,Diabetes,comorbidities
Xaffl,Type 2 diabetes mellitus risk assessment telephone inv,No,Diabetes,comorbidities
Xaffm,Type 2 diabetes mellitus risk assessment inv SMS text msg,No,Diabetes,comorbidities
Xafj0,Diabetes monitoring short msg service text msg 1st invitaton,No,Diabetes,comorbidities
Xafj1,Diabetes monitoring short msg service text msg 2nd invitaton,No,Diabetes,comorbidities
Xafj2,Diabetes monitoring short msg service text msg 3rd invitaton,No,Diabetes,comorbidities
XafjT,Eating disorder co-occurrent with diabetes mellitus type 1,No,Diabetes,comorbidities
XagLc,Diabetes monitoring invitation email,No,Diabetes,comorbidities
Xagk3,Skin ulcer associated with diabetes mellitus,No,Diabetes,comorbidities
Y0022,Age Diabetes Diagnosed,No,Diabetes,comorbidities
Y0502,No Diabetic Retinopathy,No,Diabetes,comorbidities
Y0505,Advanced Artificial Eye Disease,No,Diabetes,comorbidities
Y0c48,Diabetic foot examined left,No,Diabetes,comorbidities
Y0c49,Diabetic foot examined right,No,Diabetes,comorbidities
Y1f9a,Quality and Outcomes Framework diabetes mellitus quality indicator-related care invitation (procedure),No,Diabetes,comorbidities
Y204f,Remote diabetes structured education and support programme commenced,No,Diabetes,comorbidities
Y205a,Remote diabetes structured education and support programme completed,No,Diabetes,comorbidities
Y205b,Did not commence remote structured diabetes education and support programme,No,Diabetes,comorbidities
Y20bf,Change in insulin dose,No,Diabetes,comorbidities
Y9993,Unspecified diabetes mellitus,No,Diabetes,comorbidities
YX128,Attending Diabetes satellite clinic,No,Diabetes,comorbidities
K08yA,Clinical diabetic nephropathy,No,Diabetes,comorbidities
L180A,Pre-existing type 1 diabetes mellitus in pregnancy,No,Diabetes,comorbidities
L180B,Pre-existing type 2 diabetes mellitus in pregnancy,No,Diabetes,comorbidities
M21yC,Insulin lipohypertrophy,No,Diabetes,comorbidities
42W..,Glycated haemoglobin,No,Diabetes,comorbidities
3883.,Diabetes treatment satisfaction questionnaire,No,Diabetes,comorbidities
3882.,Diabetes well being questionn,No,Diabetes,comorbidities
C113.,Postsurgical hypoinsulinaemia,No,Diabetes,comorbidities
2G5A.,O/E - Right diabetic foot at risk,No,Diabetes,comorbidities
2G5B.,O/E - Left diabetic foot at risk,No,Diabetes,comorbidities
7L198,Subcutaneous injection insulin,No,Diabetes,comorbidities
2BBF.,Retina abnormal - diabet relat,No,Diabetes,comorbidities
2G5C.,Foot abnormal-diabetes related,No,Diabetes,comorbidities
14F4.,H/O: Admission in last year for diabetes foot problem,No,Diabetes,comorbidities
42c..,HbA1 - diabetic control,No,Diabetes,comorbidities
42c2.,HbA1 > 10% - bad control,No,Diabetes,comorbidities
9OL..,Diabetes clinic administration,No,Diabetes,comorbidities
9NM0.,Attending diabetes clinic,No,Diabetes,comorbidities
ZV6DB,[V]Admitted conversion insulin,No,Diabetes,comorbidities
ZV6DA,[V]Admitted commence insulin,No,Diabetes,comorbidities
9N1v.,Seen in diabetic eye clinic,No,Diabetes,comorbidities
66AV.,Diabetic on insulin and oral treatment,No,Diabetes,comorbidities
21263,Diabetes resolved,No,Diabetes,comorbidities
13AC.,Diabetic weight reducing diet,No,Diabetes,comorbidities
889A.,Diab mell ins gluc inf ac mi,No,Diabetes,comorbidities
66AU.,Diabetes care by hospital only,No,Diabetes,comorbidities
68A7.,Diabetic retinopathy screening,No,Diabetes,comorbidities
2BBL.,O/E - diabet maculop both eyes,No,Diabetes,comorbidities
8H7r.,Refer to diabetic foot screen,No,Diabetes,comorbidities
2G5E.,O/E - R diab foot at low risk,No,Diabetes,comorbidities
2G5G.,O/E - R diab foot at high risk,No,Diabetes,comorbidities
2G5H.,O/E - R diab foot - ulcerated,No,Diabetes,comorbidities
2G5L.,O/E - L diab foot - ulcerated,No,Diabetes,comorbidities
2G5I.,O/E - L diab foot at low risk,No,Diabetes,comorbidities
2G5K.,O/E - L diab foot at high risk,No,Diabetes,comorbidities
2G5J.,O/E - L diab foot at mod risk,No,Diabetes,comorbidities
2G5F.,O/E - R diab foot at mod risk,No,Diabetes,comorbidities
66AW.,Diabetic foot risk assessment,No,Diabetes,comorbidities
6761.,Diabetic pre-pregnancy counsel,No,Diabetes,comorbidities
66AX.,Diab: share care preg-diab/obs,No,Diabetes,comorbidities
8B3l.,Diabetes medication review,No,Diabetes,comorbidities
66Ab.,Diabetic foot examination,No,Diabetes,comorbidities
66Ac.,Diabetic periph neurop screen,No,Diabetes,comorbidities
9h4..,Except report: diabet qual ind,No,Diabetes,comorbidities
9h41.,Except diabet qual ind: Pt uns,No,Diabetes,comorbidities
9h42.,Excep diabet qual ind: Inf dis,No,Diabetes,comorbidities
8BL2.,Patient on maximal tolerated therapy for diabetes,No,Diabetes,comorbidities
9N1i.,Seen in diabetic foot clinic,No,Diabetes,comorbidities
8HBG.,Diab retinopathy 12 mth review,No,Diabetes,comorbidities
8HBH.,Diab retinopathy 6 mth review,No,Diabetes,comorbidities
9NN8.,Under care of diabetologist,No,Diabetes,comorbidities
9NND.,Under care of diab foot screen,No,Diabetes,comorbidities
8I6F.,Diab ret screen not indicated,No,Diabetes,comorbidities
8I6G.,Diab Foot Exam not indicated,No,Diabetes,comorbidities
9360.,Patient held diabetic record issued,No,Diabetes,comorbidities
2BBP.,O/E - right eye back diab ret,No,Diabetes,comorbidities
2BBQ.,O/E - left eye back diab ret,No,Diabetes,comorbidities
2BBR.,O/E - R eye preprolif diab ret,No,Diabetes,comorbidities
2BBS.,O/E - L eye preprolif diab ret,No,Diabetes,comorbidities
2BBT.,O/E - R eye prolif diab ret,No,Diabetes,comorbidities
2BBV.,O/E - L eye prolif diab ret,No,Diabetes,comorbidities
2BBW.,O/E - R eye diab maculopathy,No,Diabetes,comorbidities
2BBX.,O/E - L eye diab maculopathy,No,Diabetes,comorbidities
8CR2.,Diabetes clin management plan,No,Diabetes,comorbidities
8I3W.,Diabetic foot exam declined,No,Diabetes,comorbidities
8I3X.,Diab retinopath screen refused,No,Diabetes,comorbidities
7276.,Pan retinal photocoag diabetes,No,Diabetes,comorbidities
2BBk.,O/E - right eye stable treated prolif diabetic retinopathy,No,Diabetes,comorbidities
2BBl.,O/E - left eye stable treated prolif diabetic retinopathy,No,Diabetes,comorbidities
66Af.,Patient diabetes education review,No,Diabetes,comorbidities
8Hj0.,Ref DM structured educatn prog,No,Diabetes,comorbidities
9OLB.,Attend DM struct educatn prog,No,Diabetes,comorbidities
8CP2.,Transition DM care opt discuss,No,Diabetes,comorbidities
2G5V.,O/E - R chron diab foot ulcer,No,Diabetes,comorbidities
2G5W.,O/E - L chron diab foot ulcer,No,Diabetes,comorbidities
8CS0.,Diabetes care plan agreed,No,Diabetes,comorbidities
679R.,Patient offered diabetes structured education programme,No,Diabetes,comorbidities
9OLD.,Diabet pt unsuit dig ret photo,No,Diabetes,comorbidities
68A9.,Diabetic retinopathy scr offer,No,Diabetes,comorbidities
8Hg4.,Disch fr care of diab sp nurse,No,Diabetes,comorbidities
2BBo.,O/E - sight threat diab retin,No,Diabetes,comorbidities
8I3k.,Insulin therapy declined,No,Diabetes,comorbidities
66Ag.,Insulin needles changed daily,No,Diabetes,comorbidities
66Ah.,Insulin needle change each inj,No,Diabetes,comorbidities
66Ai.,Diabetic 6 month review,No,Diabetes,comorbidities
66Aj.,Ins needle change < once a day,No,Diabetes,comorbidities
9N4p.,DNA diabetic retinopathy clin,No,Diabetes,comorbidities
8HHy.,Referral to diabetic register,No,Diabetes,comorbidities
93C4.,Patient consent given for addition to diabetic register,No,Diabetes,comorbidities
8HTk.,Referral to diabetic eye clinc,No,Diabetes,comorbidities
68AB.,Diabetic digital retinopathy screening offered,No,Diabetes,comorbidities
8Hl1.,Ref diabetc retinopathy screen,No,Diabetes,comorbidities
66Am.,Insulin dose changed,No,Diabetes,comorbidities
66An.,Diabetes type 1 review,No,Diabetes,comorbidities
66Ao.,Diabetes type 2 review,No,Diabetes,comorbidities
9OLE.,Attended DESMOND struct prog,No,Diabetes,comorbidities
9OLF.,Diabetes struc ed prog complet,No,Diabetes,comorbidities
9OLG.,Attended XPERT diab st ed prog,No,Diabetes,comorbidities
9OLH.,Attended DAFNE diab st ed prog,No,Diabetes,comorbidities
9OLJ.,DAFNE diab st ed pro completed,No,Diabetes,comorbidities
9OLK.,DESMOND diab st ed pro complet,No,Diabetes,comorbidities
9OLL.,XPERT diab st ed pro completed,No,Diabetes,comorbidities
9OLM.,Diabetes struc edu prog declin,No,Diabetes,comorbidities
8Hj3.,Refer to DAFNE diab st ed prog,No,Diabetes,comorbidities
8Hj4.,Refer to DESMOND diab st ed pr,No,Diabetes,comorbidities
8Hj5.,Refer to XPERT diab st ed prog,No,Diabetes,comorbidities
9NiA.,DNA diabetes struct educ prog,No,Diabetes,comorbidities
8I81.,Did not complet diab st ed pro,No,Diabetes,comorbidities
8I82.,Did not complete DAFNE diabetes structured education program,No,Diabetes,comorbidities
8I83.,Did not complet DESMOND st pro,No,Diabetes,comorbidities
8I84.,Did not complete XPERT diabetes structured education program,No,Diabetes,comorbidities
9NiC.,DNA DAFNE diabetes str ed prog,No,Diabetes,comorbidities
9NiD.,DNA DESMOND diabet str ed prog,No,Diabetes,comorbidities
9NiE.,DNA XPERT diabetes str ed prog,No,Diabetes,comorbidities
9kL..,Insulin init - enh serv admin,No,Diabetes,comorbidities
66Ap.,Insulin treatment initiated,No,Diabetes,comorbidities
